source_id,source_type,target_id,target_type,link_reason,owning_spec,status,source_file,source_line
DATA-OPS-001,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-001,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-001,data,IF-ALARM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,214
DATA-OPS-001,data,IF-INT-WKR-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,201
DATA-OPS-001,data,IF-INT-WKR-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,202
DATA-OPS-001,data,IF-INT-WKR-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,203
DATA-OPS-001,data,IF-INT-WKR-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,204
DATA-OPS-001,data,IF-OPS-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,166
DATA-OPS-001,data,IF-OPS-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,167
DATA-OPS-001,data,IF-OPS-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,168
DATA-OPS-001,data,IF-OPS-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,169
DATA-OPS-001,data,IF-OPS-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,170
DATA-OPS-001,data,IF-OPS-007,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,171
DATA-OPS-001,data,IF-QUE-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,208
DATA-OPS-001,data,IF-QUE-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,209
DATA-OPS-001,data,IF-QUE-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,210
DATA-OPS-001,data,IF-QUE-007,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,211
DATA-OPS-001,data,REQ-ARCH-017,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,116
DATA-OPS-001,data,REQ-ARCH-019,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,118
DATA-OPS-001,data,REQ-GOV-003,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,74
DATA-OPS-001,data,REQ-GOV-004,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,75
DATA-OPS-001,data,REQ-GOV-005,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,76
DATA-OPS-001,data,REQ-GOV-006,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,77
DATA-OPS-001,data,REQ-OPS-002,requirement,supports_requirement,24,active,spec/framework/41-observability-performance-and-cost.md,25
DATA-OPS-001,data,REQ-OPS-010,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,24
DATA-OPS-001,data,REQ-OPS-011,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,25
DATA-OPS-001,data,REQ-OPS-012,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,26
DATA-OPS-001,data,REQ-OPS-013,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,27
DATA-OPS-001,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,183
DATA-OPS-002,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-002,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-002,data,IF-ALARM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,214
DATA-OPS-002,data,IF-INT-WKR-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,201
DATA-OPS-002,data,IF-OPS-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,168
DATA-OPS-002,data,IF-OPS-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,170
DATA-OPS-002,data,IF-OPS-007,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,171
DATA-OPS-002,data,IF-QUE-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,208
DATA-OPS-002,data,REQ-ARCH-005,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,77
DATA-OPS-002,data,REQ-OPS-012,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,26
DATA-OPS-002,data,REQ-OPS-013,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,27
DATA-OPS-002,data,RT-jobs-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,184
DATA-OPS-003,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-003,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-003,data,IF-INT-WKR-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,204
DATA-OPS-003,data,IF-OPS-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,169
DATA-OPS-003,data,IF-QUE-007,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,211
DATA-OPS-003,data,REQ-ARCH-005,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,77
DATA-OPS-003,data,REQ-OPS-012,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,26
DATA-OPS-003,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,185
DATA-OPS-004,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-004,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-004,data,IF-OPS-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,166
DATA-OPS-004,data,IF-OPS-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,167
DATA-OPS-004,data,IF-OPS-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,168
DATA-OPS-004,data,IF-OPS-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,169
DATA-OPS-004,data,IF-OPS-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,170
DATA-OPS-004,data,IF-OPS-007,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,171
DATA-OPS-004,data,IF-OPS-008,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,172
DATA-OPS-004,data,MX-AS-001,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,128
DATA-OPS-004,data,REQ-GOV-004,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,75
DATA-OPS-004,data,REQ-GOV-005,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,76
DATA-OPS-004,data,REQ-OPS-001,requirement,supports_requirement,24,active,spec/framework/41-observability-performance-and-cost.md,24
DATA-OPS-004,data,REQ-OPS-003,requirement,supports_requirement,24,active,spec/framework/41-observability-performance-and-cost.md,26
DATA-OPS-004,data,REQ-OPS-010,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,24
DATA-OPS-004,data,REQ-SEC-007,requirement,supports_requirement,24,active,spec/framework/40-security-and-abuse-resistance.md,30
DATA-OPS-004,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,186
DATA-OPS-010,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-010,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-010,data,IF-OPS-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,166
DATA-OPS-010,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,187
DATA-OPS-010,data,RT-RemoteServerDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,187
DATA-OPS-010,data,RT-RoomDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,187
DATA-OPS-010,data,RT-UserDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,187
DATA-OPS-011,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-OPS-011,data,EVID-OPS-002,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,65
DATA-OPS-011,data,IF-OPS-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,166
DATA-OPS-011,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,188
DATA-R2-001,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-001,data,IF-CS-050,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,98
DATA-R2-001,data,IF-CS-051,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,99
DATA-R2-001,data,IF-FED-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,146
DATA-R2-001,data,IF-INT-MEDIA-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,194
DATA-R2-001,data,MX-CS-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,89
DATA-R2-001,data,MX-FED-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,120
DATA-R2-001,data,REQ-ARCH-009,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,93
DATA-R2-001,data,RT-media subsystem,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,170
DATA-R2-002,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-002,data,IF-CS-051,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,99
DATA-R2-002,data,IF-FED-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,146
DATA-R2-002,data,MX-CS-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,89
DATA-R2-002,data,MX-FED-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,120
DATA-R2-002,data,RT-media subsystem,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,171
DATA-R2-003,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-003,data,IF-CS-051,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,99
DATA-R2-003,data,IF-FED-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,146
DATA-R2-003,data,IF-QUE-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,206
DATA-R2-003,data,MX-CS-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,89
DATA-R2-003,data,MX-FED-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,120
DATA-R2-003,data,RT-jobs-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,172
DATA-R2-004,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-004,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-R2-004,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-R2-004,data,REQ-ARCH-009,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,93
DATA-R2-004,data,RT-RoomDO + jobs-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,173
DATA-R2-005,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-005,data,IF-INT-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,192
DATA-R2-005,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-R2-005,data,IF-INT-USER-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,185
DATA-R2-005,data,IF-INT-WKR-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,202
DATA-R2-005,data,IF-INT-WKR-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,203
DATA-R2-005,data,IF-OPS-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,166
DATA-R2-005,data,IF-OPS-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,167
DATA-R2-005,data,IF-QUE-005,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,209
DATA-R2-005,data,IF-QUE-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,210
DATA-R2-005,data,REQ-ARCH-009,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,93
DATA-R2-005,data,REQ-GOV-003,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,74
DATA-R2-005,data,REQ-GOV-006,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,77
DATA-R2-005,data,REQ-OPS-002,requirement,supports_requirement,24,active,spec/framework/41-observability-performance-and-cost.md,25
DATA-R2-005,data,REQ-OPS-013,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,27
DATA-R2-005,data,RT-ops-worker,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,174
DATA-R2-006,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-R2-006,data,IF-CS-045,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,92
DATA-R2-006,data,MX-CS-014,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,92
DATA-R2-006,data,RT-UserDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,175
DATA-ROOM-001,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-ROOM-001,data,IF-CS-030,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,76
DATA-ROOM-001,data,IF-CS-031,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,77
DATA-ROOM-001,data,IF-CS-032,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,78
DATA-ROOM-001,data,IF-CS-033,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,79
DATA-ROOM-001,data,IF-CS-034,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,80
DATA-ROOM-001,data,IF-CS-035,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,81
DATA-ROOM-001,data,IF-FED-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,143
DATA-ROOM-001,data,IF-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,144
DATA-ROOM-001,data,IF-FED-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,145
DATA-ROOM-001,data,IF-INT-ROOM-001,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,186
DATA-ROOM-001,data,IF-INT-ROOM-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,187
DATA-ROOM-001,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-ROOM-001,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-ROOM-001,data,MX-CS-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,86
DATA-ROOM-001,data,MX-CS-009,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,87
DATA-ROOM-001,data,MX-FED-004,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,116
DATA-ROOM-001,data,MX-RV-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,136
DATA-ROOM-001,data,MX-RV-012,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,137
DATA-ROOM-001,data,MX-RV-013,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,138
DATA-ROOM-001,data,REQ-ARCH-001,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,73
DATA-ROOM-001,data,REQ-ARCH-002,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,74
DATA-ROOM-001,data,REQ-ARCH-003,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,75
DATA-ROOM-001,data,REQ-ARCH-004,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,76
DATA-ROOM-001,data,REQ-ARCH-006,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,90
DATA-ROOM-001,data,REQ-ARCH-010,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,99
DATA-ROOM-001,data,REQ-ARCH-014,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,108
DATA-ROOM-001,data,REQ-ARCH-016,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,110
DATA-ROOM-001,data,REQ-ARCH-017,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,116
DATA-ROOM-001,data,REQ-ARCH-018,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,117
DATA-ROOM-001,data,REQ-GOV-002,requirement,supports_requirement,24,active,spec/framework/10-governance-and-references.md,73
DATA-ROOM-001,data,REQ-OPS-004,requirement,supports_requirement,24,active,spec/framework/41-observability-performance-and-cost.md,27
DATA-ROOM-001,data,REQ-OPS-011,requirement,supports_requirement,24,active,spec/framework/42-deployment-migration-and-recovery.md,25
DATA-ROOM-001,data,REQ-SEC-004,requirement,supports_requirement,24,active,spec/framework/40-security-and-abuse-resistance.md,27
DATA-ROOM-001,data,REQ-SEC-005,requirement,supports_requirement,24,active,spec/framework/40-security-and-abuse-resistance.md,28
DATA-ROOM-001,data,REQ-SEC-006,requirement,supports_requirement,24,active,spec/framework/40-security-and-abuse-resistance.md,29
DATA-ROOM-001,data,RT-RoomDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,57
DATA-ROOM-002,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-ROOM-002,data,IF-CS-030,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,76
DATA-ROOM-002,data,IF-CS-032,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,78
DATA-ROOM-002,data,IF-CS-033,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,79
DATA-ROOM-002,data,IF-CS-034,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,80
DATA-ROOM-002,data,IF-CS-035,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,81
DATA-ROOM-002,data,IF-FED-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,143
DATA-ROOM-002,data,IF-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,144
DATA-ROOM-002,data,IF-FED-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,145
DATA-ROOM-002,data,IF-INT-ROOM-001,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,186
DATA-ROOM-002,data,IF-INT-ROOM-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,187
DATA-ROOM-002,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-ROOM-002,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-ROOM-002,data,MX-CS-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,86
DATA-ROOM-002,data,MX-CS-009,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,87
DATA-ROOM-002,data,MX-FED-004,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,116
DATA-ROOM-002,data,MX-RV-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,136
DATA-ROOM-002,data,MX-RV-012,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,137
DATA-ROOM-002,data,MX-RV-013,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,138
DATA-ROOM-002,data,REQ-ARCH-003,requirement,supports_requirement,24,active,spec/framework/20-system-context-and-principles.md,75
DATA-ROOM-002,data,RT-RoomDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,58
DATA-ROOM-003,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-ROOM-003,data,IF-CS-030,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,76
DATA-ROOM-003,data,IF-CS-032,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,78
DATA-ROOM-003,data,IF-CS-033,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,79
DATA-ROOM-003,data,IF-CS-034,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,80
DATA-ROOM-003,data,IF-CS-035,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,81
DATA-ROOM-003,data,IF-FED-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,143
DATA-ROOM-003,data,IF-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,144
DATA-ROOM-003,data,IF-FED-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,145
DATA-ROOM-003,data,IF-INT-ROOM-001,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,186
DATA-ROOM-003,data,IF-INT-ROOM-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,187
DATA-ROOM-003,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-ROOM-003,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-ROOM-003,data,MX-CS-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,86
DATA-ROOM-003,data,MX-CS-009,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,87
DATA-ROOM-003,data,MX-FED-004,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,116
DATA-ROOM-003,data,MX-RV-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,136
DATA-ROOM-003,data,MX-RV-012,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,137
DATA-ROOM-003,data,MX-RV-013,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,138
DATA-ROOM-003,data,RT-RoomDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,59
DATA-ROOM-004,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-ROOM-004,data,IF-CS-030,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,76
DATA-ROOM-004,data,IF-CS-032,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,78
DATA-ROOM-004,data,IF-CS-033,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,79
DATA-ROOM-004,data,IF-CS-034,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,80
DATA-ROOM-004,data,IF-CS-035,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,81
DATA-ROOM-004,data,IF-FED-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,143
DATA-ROOM-004,data,IF-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,144
DATA-ROOM-004,data,IF-FED-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,145
DATA-ROOM-004,data,IF-INT-ROOM-001,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,186
DATA-ROOM-004,data,IF-INT-ROOM-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,187
DATA-ROOM-004,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-ROOM-004,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-ROOM-004,data,MX-CS-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,86
DATA-ROOM-004,data,MX-CS-009,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,87
DATA-ROOM-004,data,MX-FED-004,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,116
DATA-ROOM-004,data,MX-RV-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,136
DATA-ROOM-004,data,MX-RV-012,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,137
DATA-ROOM-004,data,MX-RV-013,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,138
DATA-ROOM-004,data,RT-RoomDO,runtime,owned_by_runtime,24,active,spec/framework/24-data-contract-catalog.md,60
DATA-ROOM-005,data,EVID-GOV-001,evidence,evidenced_by,24,active,spec/framework/44-verification-and-evidence-register.md,50
DATA-ROOM-005,data,IF-CS-030,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,76
DATA-ROOM-005,data,IF-CS-032,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,78
DATA-ROOM-005,data,IF-CS-033,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,79
DATA-ROOM-005,data,IF-CS-034,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,80
DATA-ROOM-005,data,IF-CS-035,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,81
DATA-ROOM-005,data,IF-FED-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,143
DATA-ROOM-005,data,IF-FED-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,144
DATA-ROOM-005,data,IF-FED-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,145
DATA-ROOM-005,data,IF-FED-006,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,147
DATA-ROOM-005,data,IF-INT-ROOM-001,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,186
DATA-ROOM-005,data,IF-INT-ROOM-002,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,187
DATA-ROOM-005,data,IF-INT-ROOM-003,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,188
DATA-ROOM-005,data,IF-INT-ROOM-004,contract,touched_by,24,active,spec/framework/23-interface-contract-catalog.md,189
DATA-ROOM-005,data,MX-CS-008,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,86
DATA-ROOM-005,data,MX-CS-009,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,87
DATA-ROOM-005,data,MX-FED-004,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,116
DATA-ROOM-005,data,MX-FED-006,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,118
DATA-ROOM-005,data,MX-RV-011,coverage,used_by,24,active,spec/framework/12-matrix-protocol-compliance-profile.md,136
